   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.7000000e+01   0.0000000e+00   0.0000000e+00
   2.6000000e+01   0.0000000e+00   0.0000000e+00
   3.7000000e+01   2.0000000e+00   1.0000000e+00
   4.2000000e+01   2.0000000e+00   0.0000000e+00
   4.2000000e+01   6.0000000e+00   0.0000000e+00
   4.4000000e+01   3.0000000e+00   0.0000000e+00
   5.6000000e+01   1.1000000e+01   0.0000000e+00
   5.6000000e+01   8.0000000e+00   0.0000000e+00
   7.5000000e+01   1.4000000e+01   0.0000000e+00
   7.4000000e+01   1.4000000e+01   0.0000000e+00
   7.2000000e+01   2.3000000e+01   0.0000000e+00
   7.5000000e+01   2.0000000e+00   0.0000000e+00
   7.6000000e+01   2.0000000e+00   0.0000000e+00
   7.6000000e+01   1.0000000e+00   0.0000000e+00
   8.4000000e+01   3.0000000e+00   0.0000000e+00
   8.4000000e+01   3.0000000e+00  -3.0000000e+00
   9.5000000e+01   3.0000000e+00   1.1000000e+01
   9.8000000e+01   4.0000000e+00   4.4000000e+01
   1.2900000e+02   4.0000000e+00   7.4000000e+01
   1.3600000e+02   5.0000000e+00   8.2000000e+01
   1.3500000e+02   5.0000000e+00   9.8000000e+01
   1.3400000e+02   9.0000000e+00   4.8000000e+01
   1.2000000e+02   1.7000000e+01   1.2400000e+02
   1.1000000e+02   4.2000000e+01   1.4000000e+02
   1.0700000e+02   4.0000000e+01   1.5100000e+02
   1.0100000e+02   4.7000000e+01   1.7800000e+02
   1.0000000e+02   5.4000000e+01   1.9500000e+02
   1.0200000e+02   6.7000000e+01   1.9400000e+02
   1.0000000e+02   8.0000000e+01   2.3600000e+02
   1.0100000e+02   9.7000000e+01   2.3500000e+02
   1.0800000e+02   1.2000000e+02   3.0100000e+02
   1.2100000e+02   1.7300000e+02   3.0000000e+02
   1.2600000e+02   1.6400000e+02   3.2200000e+02
   1.2700000e+02   2.3100000e+02   3.7300000e+02
   1.2800000e+02   2.6000000e+02   4.1900000e+02
   1.3300000e+02   2.7600000e+02   4.1500000e+02
   1.3300000e+02   3.1500000e+02   4.4900000e+02
   1.3900000e+02   4.3800000e+02   4.6200000e+02
   1.4900000e+02   3.6800000e+02   4.8300000e+02
   1.8300000e+02   3.9600000e+02   5.3300000e+02
   2.0100000e+02   4.5800000e+02   5.1800000e+02
   2.1800000e+02   6.8400000e+02   6.0400000e+02
   2.9500000e+02   7.8200000e+02   7.7000000e+02
   3.0700000e+02   8.2200000e+02   8.5200000e+02
   3.0400000e+02   9.4400000e+02   9.0000000e+02
   3.4100000e+02   1.1110000e+03   1.0580000e+03
   3.4100000e+02   1.2510000e+03   1.1110000e+03
   3.7600000e+02   1.4440000e+03   1.2200000e+03
   3.8700000e+02   1.6030000e+03   1.3430000e+03
   4.2600000e+02   1.6280000e+03   1.4160000e+03
   4.4700000e+02   1.6980000e+03   1.6820000e+03
   4.6000000e+02   1.7650000e+03   1.8140000e+03
   5.3000000e+02   1.7140000e+03   1.9100000e+03
   5.7200000e+02   1.7600000e+03   2.0200000e+03
   6.2900000e+02   1.7910000e+03   2.0690000e+03
   6.5700000e+02   1.7780000e+03   2.2100000e+03
   6.3600000e+02   1.9600000e+03   2.3470000e+03
   6.2700000e+02   1.9600000e+03   2.6150000e+03
   9.0900000e+02   4.1220000e+03   3.7350000e+03
   6.4900000e+02   4.1220000e+03   3.8280000e+03
   6.9000000e+02   3.8280000e+03   3.6890000e+03
   7.0600000e+02   3.8530000e+03   3.7320000e+03
   7.3600000e+02   3.9860000e+03   4.1990000e+03
   7.5300000e+02   4.0660000e+03   4.3990000e+03
   7.7900000e+02   4.1050000e+03   4.8230000e+03
   8.3300000e+02   4.1190000e+03   4.9230000e+03
   8.7400000e+02   4.1520000e+03   5.2010000e+03
   8.4300000e+02   4.4900000e+03   5.5790000e+03
   8.3700000e+02   4.4900000e+03   5.7290000e+03
   8.6400000e+02   4.5420000e+03   6.1290000e+03
   8.9100000e+02   4.5070000e+03   6.2710000e+03
   9.9000000e+02   4.4780000e+03   6.4220000e+03
   9.9900000e+02   4.5950000e+03   6.6880000e+03
   9.9400000e+02   4.6610000e+03   6.8370000e+03
   9.9200000e+02   4.7930000e+03   7.0620000e+03
   9.9500000e+02   4.8730000e+03   7.1950000e+03
   1.0070000e+03   4.9360000e+03   7.3190000e+03
   1.0310000e+03   4.9990000e+03   7.4640000e+03
   1.0490000e+03   5.0550000e+03   7.5930000e+03
   1.0510000e+03   5.1070000e+03   7.6950000e+03
   1.0640000e+03   5.2010000e+03   7.8400000e+03
   1.0900000e+03   5.1320000e+03   7.9200000e+03
   1.1150000e+03   5.1810000e+03   7.9900000e+03
   1.1650000e+03   5.2620000e+03   8.0600000e+03
   1.1660000e+03   5.3010000e+03   8.0940000e+03
   1.1780000e+03   5.3800000e+03   8.1750000e+03
   1.1820000e+03   5.4540000e+03   8.3070000e+03
   1.2020000e+03   5.5560000e+03   8.3440000e+03
   1.2070000e+03   5.6390000e+03   8.3900000e+03
   1.2070000e+03   5.7140000e+03   8.4720000e+03
   1.2030000e+03   5.8480000e+03   8.5370000e+03
   1.2050000e+03   5.8350000e+03   8.6190000e+03
   1.2280000e+03   5.8600000e+03   8.7250000e+03
   1.2210000e+03   5.8600000e+03   8.7980000e+03
   1.2230000e+03   5.8600000e+03   8.9150000e+03
   1.2330000e+03   5.8600000e+03   8.9860000e+03
   1.2300000e+03   5.8600000e+03   9.0460000e+03
   1.2450000e+03   5.8600000e+03   9.1310000e+03
   1.2470000e+03   5.8600000e+03   9.1870000e+03
   1.2490000e+03   5.8630000e+03   9.2150000e+03
   1.2540000e+03   5.8650000e+03   9.2620000e+03
   1.2710000e+03   5.8640000e+03   9.3010000e+03
   1.2660000e+03   5.8640000e+03   9.3390000e+03
   1.2620000e+03   5.8640000e+03   9.4550000e+03
   1.2630000e+03   5.8640000e+03   9.5190000e+03
   1.2620000e+03   5.8640000e+03   9.5420000e+03
   1.2650000e+03   5.8640000e+03   9.5890000e+03
   1.2630000e+03   5.8640000e+03   9.6850000e+03
   1.2620000e+03   5.8640000e+03   9.7300000e+03
   1.2620000e+03   5.8640000e+03   9.8030000e+03
   1.2680000e+03   5.8640000e+03   9.8680000e+03
   1.2720000e+03   5.8640000e+03   9.9560000e+03
   1.2700000e+03   5.8640000e+03   9.9900000e+03
   1.2660000e+03   5.8640000e+03   1.0027000e+04
   1.2680000e+03   5.8640000e+03   1.0046000e+04
   1.2710000e+03   5.8640000e+03   1.0106000e+04
   1.2740000e+03   5.8640000e+03   1.0134000e+04
   1.2690000e+03   5.8640000e+03   1.0167000e+04
   1.2680000e+03   5.8640000e+03   1.0167000e+04
   1.2680000e+03   5.8670000e+03   1.0167000e+04
   1.2680000e+03   5.8660000e+03   1.0167000e+04
   1.2680000e+03   5.8660000e+03   1.0167000e+04
   1.2710000e+03   5.8660000e+03   1.0167000e+04
   1.2680000e+03   5.8660000e+03   1.0167000e+04
   1.2680000e+03   5.8660000e+03   1.0167000e+04
   1.2680000e+03   5.8660000e+03   1.0167000e+04
   1.2680000e+03   5.8660000e+03   1.0167000e+04
